demo,round_num,t_avg_money,ct_avg_money,t_avg_equip,ct_avg_equip,t_equip_tier,ct_equip_tier,t_rifles,ct_rifles,t_smgs,ct_smgs,t_util_count,ct_util_count,t_loss_streak,ct_loss_streak,round_in_half,is_second_half,winner,t_won,bomb_planted,bomb_site,attack_site,ct_a,ct_b,ct_mid,ct_formation,smoke_A,smoke_B,smoke_MID,prev_plant_A,prev_plant_B,prev_plant_none,prev_no_history,prev_t_won,prev_t_tier,prev_ct_tier,rounds_since_plant_A,rounds_since_plant_B,streak_same_site
parivision-vs-wildcard-m1-mirage.dem,11,1210.0,90.0,5040.0,3480.0,0,0,0,0,0,0,0,0,0,1,11,0,CT,0,1,A,A,2,0,2,2-2-0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
parivision-vs-wildcard-m1-mirage.dem,12,130.0,90.0,870.0,970.0,0,0,0,0,0,0,0,0,0,0,0,1,T,1,1,A,A,2,1,2,2-2-1,0,0,0,0,0,0,1,0.5,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,13,200.0,30.0,3950.0,2260.0,0,0,0,0,0,0,0,0,0,1,1,1,T,1,1,B,B,2,2,1,2-1-2,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333
parivision-vs-wildcard-m1-mirage.dem,14,2740.0,2210.0,4290.0,870.0,0,0,0,0,0,0,0,0,0,2,2,1,CT,0,1,A,A,1,2,1,1-1-2,1,0,0,0,1,0,0,1.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333
parivision-vs-wildcard-m1-mirage.dem,15,380.0,1220.0,4920.0,5900.0,0,0,0,0,0,0,0,0,1,0,3,1,T,1,1,A,A,1,0,4,1-4-0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
parivision-vs-wildcard-m1-mirage.dem,18,1910.0,2440.0,300.0,5700.0,0,0,0,0,0,0,0,0,2,0,6,1,CT,0,0,,no_plant,2,0,3,2-3-0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
parivision-vs-wildcard-m1-mirage.dem,19,90.0,4840.0,4340.0,6210.0,0,0,0,0,0,0,0,0,3,0,7,1,T,1,1,A,A,2,1,2,2-2-1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.5,0.8333333333333334,0.0
parivision-vs-wildcard-m1-mirage.dem,20,340.0,770.0,4300.0,6010.0,0,0,0,0,0,0,0,0,0,1,8,1,CT,0,1,A,A,2,1,1,2-1-1,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333
parivision-vs-wildcard-m1-mirage.dem,22,160.0,2300.0,4480.0,6170.0,0,0,0,0,0,0,0,0,2,0,10,1,CT,0,0,,no_plant,2,0,2,2-2-0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,23,200.0,3440.0,3080.0,6270.0,0,0,0,0,0,0,0,0,3,0,11,1,CT,0,0,,no_plant,1,1,2,1-2-1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,24,4710.0,4380.0,5430.0,5780.0,0,0,0,0,0,0,0,0,4,0,0,1,CT,0,0,,no_plant,1,0,3,1-3-0,1,0,0,0,0,0,1,0.5,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,25,1890.0,5200.0,5040.0,5940.0,0,0,0,0,0,0,0,0,5,0,1,1,CT,0,1,B,B,2,0,3,2-3-0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,27,4710.0,3820.0,5370.0,6360.0,0,0,0,0,0,0,0,0,0,1,3,1,T,1,1,A,A,2,2,1,2-1-2,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
parivision-vs-wildcard-m1-mirage.dem,28,5560.0,240.0,5490.0,5880.0,0,0,0,0,0,0,0,0,0,2,4,1,CT,0,1,A,A,1,1,2,1-2-1,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
parivision-vs-wildcard-m1-mirage.dem,29,3640.0,1090.0,5490.0,6350.0,0,0,0,0,0,0,0,0,1,0,5,1,CT,0,0,,no_plant,1,1,3,1-3-1,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.5,1.0
parivision-vs-wildcard-m1-mirage.dem,30,4710.0,3880.0,5430.0,6320.0,0,0,0,0,0,0,0,0,2,0,6,1,T,1,1,A,A,1,0,2,1-2-0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0
parivision-vs-wildcard-m1-mirage.dem,32,2080.0,320.0,5370.0,5770.0,0,0,0,0,0,0,0,0,1,0,8,1,T,1,1,A,A,2,1,1,2-1-1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,33,4650.0,4590.0,5510.0,5570.0,0,0,0,0,0,0,0,0,0,1,9,1,T,1,1,A,A,3,1,1,3-1-1,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333
parivision-vs-wildcard-m1-mirage.dem,35,1960.0,3160.0,5470.0,6200.0,0,0,0,0,0,0,0,0,1,0,11,1,T,1,1,A,A,1,0,2,1-2-0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,36,4610.0,4490.0,5490.0,5710.0,0,0,0,0,0,0,0,0,0,1,0,1,CT,0,0,,no_plant,2,2,1,2-1-2,1,0,0,0,0,0,1,0.5,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,37,1850.0,4410.0,5000.0,6080.0,0,0,0,0,0,0,0,0,1,0,1,1,CT,0,0,,no_plant,0,0,3,0-3-0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,39,110.0,4560.0,4440.0,6080.0,0,0,0,0,0,0,0,0,3,0,3,1,CT,0,0,,no_plant,3,1,1,3-1-1,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,40,4690.0,3960.0,5450.0,6240.0,0,0,0,0,0,0,0,0,4,0,4,1,CT,0,0,,no_plant,1,1,2,1-2-1,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,41,3240.0,200.0,5450.0,5340.0,0,0,0,0,0,0,0,0,5,0,5,1,CT,0,0,,no_plant,2,1,2,2-2-1,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,43,4870.0,4250.0,5330.0,5950.0,0,0,0,0,0,0,0,0,5,0,7,1,CT,0,0,,no_plant,2,1,1,2-1-1,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,44,4370.0,920.0,5450.0,5870.0,0,0,0,0,0,0,0,0,5,0,8,1,CT,0,0,,no_plant,2,1,2,2-2-1,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,45,4340.0,230.0,5530.0,3580.0,0,0,0,0,0,0,0,0,5,0,9,1,CT,0,0,,no_plant,2,2,1,2-1-2,1,1,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,47,1870.0,4870.0,5450.0,6010.0,0,0,0,0,0,0,0,0,5,0,11,1,CT,0,0,,no_plant,3,0,2,3-2-0,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,48,3480.0,3510.0,5530.0,6040.0,0,0,0,0,0,0,0,0,5,0,0,1,CT,0,0,,no_plant,2,0,2,2-2-0,1,0,0,0,0,0,1,0.5,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,49,5060.0,4680.0,5040.0,5480.0,0,0,0,0,0,0,0,0,5,0,1,1,CT,0,0,,no_plant,2,0,2,2-2-0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,50,4220.0,1360.0,5490.0,5750.0,0,0,0,0,0,0,0,0,5,0,2,1,CT,0,0,,no_plant,2,0,3,2-3-0,1,1,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,51,4610.0,70.0,5690.0,4170.0,0,0,0,0,0,0,0,0,5,0,3,1,CT,0,0,,no_plant,2,1,2,2-2-1,1,1,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,52,4810.0,4250.0,5390.0,5950.0,0,0,0,0,0,0,0,0,5,0,4,1,CT,0,0,,no_plant,2,2,1,2-1-2,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
parivision-vs-wildcard-m1-mirage.dem,54,1770.0,1820.0,5350.0,6250.0,0,0,0,0,0,0,0,0,5,0,6,1,CT,0,0,,no_plant,1,0,3,1-3-0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
the-mongolz-vs-parivision-m2-mirage.dem,0,90.0,110.0,990.0,950.0,0,0,0,0,0,0,0,0,0,0,0,0,T,1,1,A,A,0,1,3,0-3-1,1,0,0,0,0,0,1,0.5,0.0,0.0,1.0,1.0,0.0
the-mongolz-vs-parivision-m2-mirage.dem,3,4450.0,10.0,4960.0,5290.0,0,0,0,0,0,0,0,0,0,3,3,0,T,1,1,A,A,1,1,1,1-1-1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
the-mongolz-vs-parivision-m2-mirage.dem,6,2110.0,3500.0,460.0,5950.0,0,0,0,0,0,0,0,0,2,0,6,0,CT,0,0,,no_plant,1,2,2,1-2-2,1,0,0,0,0,1,0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
the-mongolz-vs-parivision-m2-mirage.dem,7,90.0,5240.0,4760.0,6030.0,0,0,0,0,0,0,0,0,3,0,7,0,T,1,1,A,A,2,1,2,2-2-1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.5,1.0,0.0
the-mongolz-vs-parivision-m2-mirage.dem,9,4050.0,2080.0,5470.0,5940.0,0,0,0,0,0,0,0,0,0,2,9,0,CT,0,0,,no_plant,1,0,4,1-4-0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333
the-mongolz-vs-parivision-m2-mirage.dem,10,340.0,3760.0,5290.0,6420.0,0,0,0,0,0,0,0,0,1,0,10,0,T,1,1,A,A,1,1,2,1-2-1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0
the-mongolz-vs-parivision-m2-mirage.dem,11,1310.0,210.0,4990.0,4900.0,0,0,0,0,0,0,0,0,0,1,11,0,CT,0,0,,no_plant,1,0,3,1-3-0,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
the-mongolz-vs-parivision-m2-mirage.dem,13,2050.0,120.0,300.0,4300.0,0,0,0,0,0,0,0,0,1,0,1,1,T,1,1,B,B,1,1,2,1-2-1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
the-mongolz-vs-parivision-m2-mirage.dem,15,3740.0,1980.0,5850.0,200.0,0,0,0,0,0,0,0,0,0,2,3,1,T,1,0,,no_plant,1,1,3,1-3-1,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
the-mongolz-vs-parivision-m2-mirage.dem,16,6910.0,20.0,5830.0,4560.0,0,0,0,0,0,0,0,0,0,3,4,1,CT,0,0,,no_plant,1,2,2,1-2-2,1,1,1,0,0,1,0,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0
the-mongolz-vs-parivision-m2-mirage.dem,18,540.0,740.0,5290.0,5680.0,0,0,0,0,0,0,0,0,2,0,6,1,CT,0,0,,no_plant,2,1,2,2-2-1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0
the-mongolz-vs-parivision-m2-mirage.dem,19,1800.0,1330.0,1060.0,5890.0,0,0,0,0,0,0,0,0,3,0,7,1,CT,0,0,,no_plant,2,1,1,2-1-1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.6666666666666666,0.8333333333333334,0.0
the-qube-vs-bmz-m1-mirage.dem,1,140.0,110.0,860.0,810.0,0,0,0,0,0,0,0,0,1,0,1,0,CT,0,1,A,A,2,1,2,2-2-1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
the-qube-vs-bmz-m1-mirage.dem,3,1280.0,110.0,4760.0,1760.0,0,0,0,0,0,0,0,0,3,0,3,0,T,1,1,B,B,4,0,1,4-1-0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
the-qube-vs-bmz-m1-mirage.dem,4,70.0,130.0,3650.0,3870.0,0,0,0,0,0,0,0,0,0,1,4,0,T,1,1,B,B,2,0,3,2-3-0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333
the-qube-vs-bmz-m1-mirage.dem,5,1330.0,330.0,4880.0,2370.0,0,0,0,0,0,0,0,0,0,2,5,0,T,1,1,A,A,4,0,1,4-1-0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
the-qube-vs-bmz-m1-mirage.dem,6,1170.0,2590.0,4840.0,280.0,0,0,0,0,0,0,0,0,0,3,6,0,CT,0,1,A,A,1,2,2,1-2-2,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
the-qube-vs-bmz-m1-mirage.dem,7,4240.0,50.0,4940.0,5200.0,0,0,0,0,0,0,0,0,1,0,7,0,CT,0,1,A,A,1,1,2,1-2-1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
the-qube-vs-bmz-m1-mirage.dem,8,1110.0,930.0,5470.0,5320.0,0,0,0,0,0,0,0,0,2,0,8,0,CT,0,1,B,B,2,1,2,2-2-1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.5,1.0
the-qube-vs-bmz-m1-mirage.dem,9,270.0,620.0,3680.0,5830.0,0,0,0,0,0,0,0,0,3,0,9,0,CT,0,0,,no_plant,2,0,2,2-2-0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333
the-qube-vs-bmz-m1-mirage.dem,10,2270.0,2680.0,500.0,6010.0,0,0,0,0,0,0,0,0,4,0,10,0,CT,0,0,,no_plant,2,0,3,2-3-0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0
the-qube-vs-bmz-m1-mirage.dem,11,200.0,4900.0,5230.0,6330.0,0,0,0,0,0,0,0,0,5,0,11,0,CT,0,1,B,B,2,1,2,2-2-1,1,0,1,0,0,1,0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0
the-qube-vs-bmz-m1-mirage.dem,12,300.0,3980.0,3600.0,6940.0,0,0,0,0,0,0,0,0,0,0,0,1,CT,0,1,B,B,2,2,1,2-1-2,1,0,0,0,0,0,1,0.5,0.0,0.0,1.0,1.0,0.0
the-qube-vs-bmz-m1-mirage.dem,13,120.0,120.0,880.0,840.0,0,0,0,0,0,0,0,0,1,0,1,1,CT,0,0,,no_plant,1,1,1,1-1-1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
the-qube-vs-bmz-m1-mirage.dem,14,2140.0,50.0,200.0,4620.0,0,0,0,0,0,0,0,0,2,0,2,1,CT,0,0,,no_plant,2,0,2,2-2-0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0
the-qube-vs-bmz-m1-mirage.dem,17,330.0,4950.0,4900.0,5950.0,0,0,0,0,0,0,0,0,5,0,5,1,CT,0,1,A,A,2,1,2,2-2-1,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666
the-qube-vs-bmz-m1-mirage.dem,18,1050.0,1090.0,4190.0,5860.0,0,0,0,0,0,0,0,0,5,0,6,1,CT,0,0,,no_plant,2,2,1,2-1-2,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0
voca-vs-nrg-m1-mirage.dem,1,60.0,150.0,2990.0,4800.0,0,0,0,0,0,0,0,0,1,0,1,0,CT,0,0,,no_plant,1,1,2,1-2-1,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
voca-vs-nrg-m1-mirage.dem,2,1960.0,2240.0,600.0,5440.0,0,0,0,0,0,0,0,0,2,0,2,0,CT,0,0,,no_plant,1,0,3,1-3-0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0
voca-vs-nrg-m1-mirage.dem,3,160.0,4920.0,4840.0,6040.0,0,0,0,0,0,0,0,0,3,0,3,0,CT,0,0,,no_plant,1,2,2,1-2-2,1,1,1,0,0,1,0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
voca-vs-nrg-m1-mirage.dem,4,1850.0,6100.0,1830.0,5900.0,0,0,0,0,0,0,0,0,4,0,4,0,T,1,1,A,A,2,2,1,2-1-2,1,0,0,0,0,1,0,0.0,0.0,0.0,0.5,1.0,0.0
voca-vs-nrg-m1-mirage.dem,5,1250.0,3100.0,5300.0,6000.0,0,0,0,0,0,0,0,0,0,1,5,0,T,1,1,B,B,2,1,2,2-2-1,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333
voca-vs-nrg-m1-mirage.dem,6,3810.0,1820.0,5490.0,5770.0,0,0,0,0,0,0,0,0,0,2,6,0,CT,0,1,A,A,1,1,3,1-3-1,1,0,1,0,1,0,0,1.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333
voca-vs-nrg-m1-mirage.dem,7,1700.0,4200.0,5430.0,5760.0,0,0,0,0,0,0,0,0,1,0,7,0,CT,0,1,A,A,1,1,2,1-2-1,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
voca-vs-nrg-m1-mirage.dem,8,520.0,3280.0,5020.0,5970.0,0,0,0,0,0,0,0,0,2,0,8,0,CT,0,0,,no_plant,2,2,1,2-1-2,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
voca-vs-nrg-m1-mirage.dem,10,80.0,4020.0,4500.0,6190.0,0,0,0,0,0,0,0,0,4,0,10,0,CT,0,0,,no_plant,1,2,2,1-2-2,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
voca-vs-nrg-m1-mirage.dem,11,90.0,6920.0,3590.0,6270.0,0,0,0,0,0,0,0,0,5,0,11,0,CT,0,0,,no_plant,1,1,3,1-3-1,1,1,1,0,0,1,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0
voca-vs-nrg-m1-mirage.dem,12,130.0,150.0,910.0,850.0,0,0,0,0,0,0,0,0,0,0,0,1,CT,0,0,,no_plant,4,1,0,4-0-1,0,0,0,0,0,0,1,0.5,0.0,0.0,1.0,1.0,0.0
voca-vs-nrg-m1-mirage.dem,14,530.0,3110.0,4160.0,4960.0,0,0,0,0,0,0,0,0,2,0,2,1,T,1,1,B,B,3,1,1,3-1-1,1,1,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,0,20.0,2350.0,4040.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,CT,0,0,,no_plant,1,0,4,1-4-0,0,0,1,0,0,0,1,0.5,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,1,1810.0,80.0,4840.0,5020.0,0,0,0,0,0,0,0,0,1,0,1,0,CT,0,0,,no_plant,1,1,3,1-3-1,0,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,2,3850.0,2650.0,5120.0,2080.0,0,0,0,0,0,0,0,0,2,0,2,0,CT,0,0,,no_plant,2,1,2,2-2-1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,3,6700.0,590.0,5180.0,5660.0,0,0,0,0,0,0,0,0,3,0,3,0,CT,0,0,,no_plant,2,1,2,2-2-1,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,4,7750.0,4130.0,5510.0,320.0,0,0,0,0,0,0,0,0,4,0,4,0,CT,0,0,,no_plant,5,0,0,5-0-0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,5,9160.0,2290.0,5550.0,5740.0,0,0,0,0,0,0,0,0,5,0,5,0,CT,0,0,,no_plant,2,1,2,2-2-1,1,1,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,6,10350.0,1750.0,5470.0,5580.0,0,0,0,0,0,0,0,0,5,0,6,0,CT,0,0,,no_plant,1,0,3,1-3-0,1,1,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,7,10420.0,600.0,5530.0,5200.0,0,0,0,0,0,0,0,0,5,0,7,0,CT,0,0,,no_plant,1,0,3,1-3-0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,8,9770.0,170.0,5570.0,4470.0,0,0,0,1,0,0,0,0,5,0,8,0,CT,0,0,,no_plant,1,1,3,1-3-1,0,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,9,8770.0,330.0,5570.0,3840.0,0,0,0,0,0,0,0,0,5,0,9,0,CT,0,0,,no_plant,3,0,2,3-2-0,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
zotix-vs-enjoy-m1-mirage.dem,10,7910.0,80.0,5530.0,4240.0,0,0,0,0,0,0,0,0,5,0,10,0,CT,0,0,,no_plant,3,1,1,3-1-1,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0
